Date,ABC,DEF,GHI,JKL,MNO,PQR,STU,VWX,XYZ,ZAB,mkt,date2,rf,rm,hml,smb
10/19/2000,12.32177342,33.89428909,147.2148915,27.60822835,4.388406745,127.95142,19.43646482,185.0239452,110.265747,57.02736574,353.1384487,10/19/2000,2.5,3.705,-2.68,-0.36
10/20/2000,12.77501231,33.52944206,143.5152077,27.03115867,4.833401603,134.3238367,19.50935156,180.9584777,106.6954987,59.93606904,356.5627303,10/20/2000,2.5,0.965,-1.17,0.49
10/23/2000,12.64852704,34.98883018,153.0693362,27.94232132,4.733987858,139.354692,19.36357808,181.8619149,106.6954987,59.93606904,356.5805589,10/23/2000,2.5,0.005,-0.41,0.52
10/24/2000,12.84879538,35.39016191,152.3781865,26.4237169,4.931237352,137.8454354,19.29069134,186.379101,105.3223262,58.24398683,356.2063458,10/24/2000,2.5,-0.105,0.71,-0.61
10/25/2000,12.71176967,35.17125369,155.0208178,25.81627513,4.733987858,132.1437994,19.29069134,181.4101963,105.3223262,56.49596802,346.5614632,10/25/2000,2.5,-2.745,1.79,-0.1
10/26/2000,12.77501231,36.66712652,153.9637653,27.03115867,4.685069984,130.9699332,19.2056568,181.4101963,106.6954987,57.25111215,346.7521245,10/26/2000,2.5,0.055,-0.2,0.79
10/27/2000,13.04906373,36.30227949,159.2490279,25.66441469,5.030651097,137.0069596,19.13277006,184.5722266,105.3223262,54.42631375,349.7645403,10/27/2000,2.5,0.865,1.12,-1.07
10/30/2000,12.91203802,37.79815231,164.371667,27.60822835,4.733987858,139.8577776,19.66727284,193.6065989,106.2835469,56.64979368,352.1334369,10/30/2000,2.5,0.675,1.71,-1.4
10/31/2000,13.43905998,38.34542286,163.1519911,28.06380967,5.128486846,149.5840978,21.56232816,190.8059435,107.1074504,56.49596802,362.2592755,10/31/2000,2.5,2.835,-1.85,0.59
11/1/2000,13.96608194,38.52784637,158.5578782,28.519391,4.833401603,141.7024245,21.2586334,188.5473504,103.1252503,58.32789174,360.6832632,11/1/2000,2.4,-0.436,0.78,-0.4
11/2/2000,14.02932457,39.25754043,158.3545988,25.96813558,5.522985835,142.0378149,21.70810165,190.4445686,99.005733,57.55876346,364.3227629,11/2/2000,2.4,1.004,-1.26,1.38
11/3/2000,13.70257096,39.25754043,161.7290357,25.08734501,5.325736341,141.3670342,21.56232816,184.9336015,100.3789054,58.7054638,364.5195503,11/3/2000,2.4,0.054,-0.87,0.98
11/6/2000,13.76581359,39.98723449,159.9401776,26.27185646,5.720235329,145.0563281,23.08080198,193.1548803,100.3789054,57.1811914,364.9718349,11/6/2000,2.4,0.124,0.31,-0.86
11/7/2000,14.4931039,39.43996395,161.3631329,27.48673999,6.065816442,143.0439859,23.91899952,182.6750084,100.3789054,56.87354008,364.6216301,11/7/2000,2.4,-0.096,-0.42,0.51
11/8/2000,14.22959292,39.07511692,162.257562,27.03115867,6.016898568,141.199339,24.22269428,181.3198525,99.14305024,58.02024043,357.7735291,11/8/2000,2.4,-1.896,2.05,0.21
11/9/2000,14.35607819,37.57924409,162.9893676,26.4237169,5.892236888,141.7024245,24.13765975,185.8370387,95.43548465,56.64979368,354.2986445,11/9/2000,2.4,-0.976,0.89,-0.39
11/10/2000,13.96608194,37.98057583,161.5664123,27.60822835,5.917484823,140.8639486,23.83396499,183.126727,95.43548465,55.04161637,345.0468435,11/10/2000,2.4,-2.646,2.47,-0.51
11/13/2000,13.23879163,40.93583677,164.0057642,27.60822835,5.522985835,143.0439859,23.22657546,184.9336015,90.76669835,53.74109037,340.4676746,11/13/2000,2.4,-1.336,1.66,-0.02
11/14/2000,13.50230261,40.75341325,162.0542827,26.4237169,5.868566948,145.8948039,24.22269428,184.9336015,93.1010915,55.72683974,349.4848405,11/14/2000,2.4,2.614,-2.23,0.03
11/15/2000,13.76581359,41.11826028,162.0542827,27.60822835,5.62239958,150.2548785,23.6881915,191.7997244,96.39670536,58.48171739,351.4263596,11/15/2000,2.4,0.554,0.29,-0.11
11/16/2000,13.37581734,40.16965801,164.2090436,27.76008879,5.425150086,151.2610496,25.04874404,182.6750084,97.35792607,58.17406608,345.6892278,11/16/2000,2.4,-1.646,1.68,-0.61
11/17/2000,13.57608569,40.38856622,158.3545988,27.76008879,5.425150086,156.9626856,25.65613356,182.2232898,99.14305024,57.33501705,344.1164736,11/17/2000,2.4,-0.456,0.63,0.72
11/20/2000,13.76581359,40.38856622,161.2005095,25.81627513,4.882319478,147.7394509,25.43747334,171.7434179,97.7698778,55.8806654,336.0030328,11/20/2000,2.4,-2.386,1.78,-0.27
11/21/2000,12.38501606,39.43996395,161.037886,25.20883337,4.585656239,148.7456219,25.04874404,178.0674785,99.14305024,57.02736574,336.1172932,11/21/2000,2.4,0.034,0.67,-0.86
11/22/2000,12.97528065,39.43996395,165.4287196,24.17618236,4.636152109,145.5594136,24.44135451,174.002011,97.7698778,55.65691899,329.1455934,11/22/2000,2.4,-2.096,1.94,-0.12
11/24/2000,13.04906373,39.07511692,160.5093598,25.08734501,4.48782049,148.9133171,25.20666532,175.8088854,100.5162227,57.86641477,336.1777998,11/24/2000,2.4,2.114,-2.12,0.78
11/27/2000,12.64852704,38.71026989,156.7690201,25.81627513,4.438902615,147.9071461,27.56333668,179.4226344,101.0654917,57.4049378,337.4037168,11/27/2000,2.4,0.364,-0.65,-0.25
11/28/2000,12.52204177,38.16299934,157.6634491,25.81627513,4.388406745,150.5902689,26.34855762,176.260604,102.4386641,55.95058615,331.7296022,11/28/2000,2.4,-1.696,2.57,-1.09
11/29/2000,13.04906373,37.79815231,156.0778703,24.3280428,4.044403627,149.751793,26.49433111,178.6095408,101.8893951,51.82526175,331.9419771,11/29/2000,2.4,0.064,1,-1.58
11/30/2000,12.84879538,37.39682058,155.3867206,22.20199661,4.142239376,151.0933544,25.88694158,166.2324508,100.1042709,49.53186107,325.6099478,11/30/2000,2.4,-1.926,1.46,-0.57
12/1/2000,13.23879163,37.39682058,147.5807943,23.14353135,4.142239376,152.9380014,26.34855762,176.7123227,102.8506158,50.91629197,327.6513829,12/1/2000,2.5,0.625,-0.68,1.53
12/4/2000,12.77501231,39.29402513,149.8981787,24.02432192,3.944989882,151.59644,26.72513913,174.002011,98.73109851,52.90204134,328.8494956,12/4/2000,2.5,0.365,0.97,-1.49
12/5/2000,13.82905623,39.95074979,151.1178547,23.14353135,3.944989882,155.9565146,27.7819969,180.8681339,101.0654917,53.96483678,344.1061502,12/5/2000,2.5,4.535,-3.46,0.2
12/6/2000,14.88310015,40.64395914,153.435239,22.80943838,3.944989882,151.7641351,27.47830214,174.3633859,97.7698778,52.00705571,338.4919078,12/6/2000,2.5,-1.645,0.96,0.06
12/7/2000,14.75661488,39.84129568,153.435239,21.62492694,3.550490894,152.9380014,27.47830214,175.3571668,97.35792607,53.92288433,336.4838608,12/7/2000,2.5,-0.595,0.61,0.02
12/8/2000,16.33768076,39.76832627,146.1984948,22.80943838,3.847154133,157.6334663,26.65225239,176.260604,97.7698778,51.08410178,346.1943027,12/8/2000,2.5,2.845,-1.82,0.81
12/11/2000,16.33768076,40.89935207,143.6778311,23.14353135,3.970237817,160.9873699,26.72513913,174.3633859,96.80865709,52.93000964,350.3561421,12/11/2000,2.5,1.195,-1.02,0.29
12/12/2000,17.1282137,40.35208152,147.7434178,24.02432192,3.796658262,162.1612361,29.08181049,172.5565114,95.43548465,52.38462777,346.575326,12/12/2000,2.5,-1.085,0.78,-0.68
12/13/2000,16.40092339,39.43996395,151.1178547,24.63176369,3.796658262,161.6581506,28.77811573,172.5565114,94.47426394,50.70652971,342.5954092,12/13/2000,2.5,-1.155,1.2,-0.28
12/14/2000,15.87390143,38.71026989,154.4922916,24.26729863,3.896072007,159.9811988,27.7819969,169.8461997,95.43548465,49.39201957,336.8373544,12/14/2000,2.5,-1.695,1.17,0.11
12/15/2000,15.8106588,39.51293335,151.8496603,24.38878698,3.501573019,161.155065,27.25964191,164.4255763,90.76669835,48.7907011,330.9112412,12/15/2000,2.5,-1.775,1.67,0.36
12/18/2000,16.27443812,38.16299934,150.7519519,24.26729863,3.476325084,159.6458084,28.54730771,171.7434179,95.98475363,52.53845343,332.6863606,12/18/2000,2.5,0.535,1.13,-0.57
12/19/2000,15.87390143,37.03197355,131.6843506,23.65985686,3.550490894,157.298076,27.33252866,172.1047928,94.47426394,52.93000964,327.454851,12/19/2000,2.5,-1.585,2.11,-0.38
12/20/2000,14.63012961,37.21439706,124.6102299,19.40776448,3.402159274,156.4596001,26.95594715,161.6249209,92.68913977,52.00705571,316.1447524,12/20/2000,2.5,-3.515,3.4,-1
12/21/2000,14.55634653,37.6886982,126.9276143,20.01520625,2.860906662,156.9626856,27.17460738,176.7123227,95.43548465,52.9999304,317.872445,12/21/2000,2.5,0.545,0.07,-0.11
12/22/2000,15.02012586,39.22105573,129.732869,20.31892713,3.255405651,162.8320168,27.25964191,166.6841694,96.80865709,52.69227908,327.6022388,12/22/2000,2.5,3.015,-2.03,0.61
12/26/2000,15.48390518,39.33050984,132.3755003,20.9263689,3.13074397,165.3474445,28.38938643,175.3571668,95.43548465,55.06958467,329.3925452,12/26/2000,2.5,0.545,0.67,-0.5
12/27/2000,16.86470272,41.2641991,135.0181316,20.01520625,2.712575043,164.8443589,28.38938643,172.1047928,96.39670536,53.85296358,334.0197711,12/27/2000,2.5,1.395,-0.6,0.83
12/28/2000,16.13741241,42.21280137,133.2699294,20.62264802,2.712575043,172.5583371,29.99289478,177.1640413,97.7698778,55.61496654,337.1912194,12/28/2000,2.5,0.945,-0.82,1.79
12/29/2000,15.41012211,42.79655662,135.0181316,21.38195023,2.613161298,172.0552515,29.68920002,171.2916993,95.43548465,54.45428205,333.4190763,12/29/2000,2.5,-1.125,1.25,-0.1
1/2/2001,15.34687947,40.60747444,142.4581552,18.95218316,2.663657168,166.6890059,28.1707262,177.6157599,95.02353292,53.99280508,322.1960419,1/2/2001,2.6,-3.424,2.09,-0.38
1/3/2001,16.40092339,42.79655662,144.2470133,20.31892713,3.255405651,166.8567011,30.67317105,183.5784456,100.5162227,52.62235833,339.719469,1/3/2001,2.6,5.296,-4.9,0.98
1/4/2001,17.51820995,45.93424108,146.3611183,22.90055465,2.810410792,168.5336528,31.35344732,196.8589729,103.3998848,51.23792743,335.7209087,1/4/2001,2.6,-1.184,-0.15,0.82
1/5/2001,16.40092339,45.93424108,141.4011026,23.35613597,3.058156156,169.2044335,30.44236303,191.7997244,101.4774434,51.46167384,326.1770023,1/5/2001,2.6,-2.884,2.4,0.27
1/8/2001,16.01092714,46.48151163,142.498811,21.83753155,2.860906662,172.0552515,30.6002843,187.1921946,105.185009,52.31470702,325.0568812,1/8/2001,2.6,-0.344,1.25,-0.55
1/9/2001,15.54714782,45.09509291,147.6214502,20.9263689,3.3532414,174.7383744,29.30047072,193.1548803,105.185009,53.85296358,326.6405027,1/9/2001,2.6,0.486,-0.25,0.43
1/10/2001,16.01092714,45.20454702,148.881782,21.83753155,3.255405651,175.4091551,29.22758398,191.7997244,103.8118365,54.69201261,331.1992593,1/10/2001,2.6,1.386,-1.4,0.84
1/11/2001,18.31928333,44.47485296,148.881782,21.83753155,3.698822513,177.9245827,29.22758398,196.8589729,103.8118365,55.37723598,336.1912472,1/11/2001,2.6,1.496,-3.11,1.61
1/12/2001,17.19145633,44.32891415,144.7755395,21.68567111,3.550490894,174.2352888,30.06578152,192.7031617,104.2237883,55.06958467,335.0032342,1/12/2001,2.6,-0.354,-0.23,1
1/16/2001,17.79226137,44.43836826,142.2955317,21.989392,3.501573019,171.2167757,31.04975255,198.1237851,106.5581814,56.45401557,337.1069321,1/16/2001,2.6,0.626,-0.42,1.17
1/17/2001,17.59199302,44.87618469,142.9866814,21.989392,3.476325084,169.5398239,31.58425534,196.3169106,107.1074504,53.23766095,338.6476499,1/17/2001,2.6,0.456,-0.7,0.05
1/18/2001,16.07416978,45.67884816,143.718487,22.44497332,3.722492453,173.0614226,30.29658954,198.6658474,106.5581814,51.76932515,342.8593093,1/18/2001,2.6,1.236,-1.12,-0.2
1/19/2001,15.8106588,45.60587875,141.2384792,23.35613597,3.550490894,171.3844708,27.47830214,192.2514431,110.265747,52.77618399,341.4428059,1/19/2001,2.6,-0.414,0,-0.25
1/22/2001,15.87390143,44.43836826,138.9210948,24.26729863,3.476325084,171.2167757,27.33252866,198.1237851,110.265747,53.85296358,341.5315926,1/22/2001,2.6,0.026,0.8,-0.3
1/23/2001,16.40092339,44.29242944,140.1407708,24.87474039,3.550490894,171.3844708,28.77811573,197.3106916,113.5613609,54.3843613,346.991466,1/23/2001,2.6,1.586,-0.52,0.45
1/24/2001,16.27443812,43.96406712,134.6522288,25.17846128,3.550490894,173.0614226,29.15469723,202.731315,113.5613609,55.46114088,348.124504,1/24/2001,2.6,0.326,-0.28,-0.43
1/25/2001,16.07416978,43.30734246,134.6522288,24.87474039,3.402159274,169.3721287,28.38938643,204.989908,113.0120919,57.48884271,345.5095162,1/25/2001,2.6,-0.754,1.6,-0.64
1/26/2001,16.92794535,43.52625068,132.7007473,24.11543818,3.402159274,164.3412734,27.4054154,206.7967825,113.0120919,56.25823746,345.2539337,1/26/2001,2.6,-0.074,-0.27,0.38
1/29/2001,18.43522816,45.86127167,136.1564959,24.26729863,3.402159274,161.3227602,27.1503118,208.9650319,116.0330713,56.66377783,348.3613092,1/29/2001,2.6,0.896,-0.38,0.65
1/30/2001,18.76198177,43.7086742,136.1971518,23.50799642,3.402159274,157.8011615,31.46277743,209.0553756,117.4062437,57.96430382,350.6540714,1/30/2001,2.6,0.656,-0.27,-0.06
1/31/2001,18.07685323,44.03703652,137.4168278,22.47534541,3.304323525,157.6334663,30.46665861,208.2422821,116.1703885,58.91522606,348.3334414,1/31/2001,2.6,-0.664,0.35,0.31
2/1/2001,18.03469147,46.1531493,143.6778311,23.05241509,3.255405651,158.8073326,31.59640313,209.5070942,116.994292,57.76852572,349.6596266,2/1/2001,2,0.38,0.59,-0.18
2/2/2001,18.18225762,47.86793034,141.5637261,24.26729863,3.304323525,158.4719422,30.97686581,206.8871262,116.0330713,58.7334321,343.2160684,2/2/2001,2,-1.86,2.06,-0.17
2/5/2001,17.9082062,48.81653262,141.279135,24.87474039,3.20490978,157.1303808,30.55169314,210.1395003,113.2867264,60.28567281,343.9375795,2/5/2001,2,0.21,0.99,-0.5
2/6/2001,17.98198927,48.15980796,141.4011026,24.26729863,3.255405651,161.3227602,31.58425534,212.2174059,114.5225816,61.57221465,344.1095913,2/6/2001,2,0.05,-0.25,0.88
2/7/2001,18.07685323,49.47325727,138.2706009,23.96357774,3.155991906,169.0367384,32.84762555,201.2858154,115.7584368,61.06878523,341.0947118,2/7/2001,2,-0.88,1.24,0.75
2/8/2001,18.3930664,49.61919608,137.050925,24.57101951,3.107074031,170.8813853,32.2645316,206.8871262,115.6211195,60.25770451,338.8847862,2/8/2001,2,-0.65,0.94,-0.4
2/9/2001,17.54983127,48.15980796,132.3755003,24.26729863,2.810410792,169.7075191,32.08231475,198.8465349,114.3852643,60.95691203,334.0732185,2/9/2001,2,-1.43,1.46,-0.25
2/12/2001,18.38252596,48.48817029,135.7905931,24.38878698,3.058156156,183.1231332,32.1430537,205.3512829,116.3077058,60.29965696,337.5657094,2/12/2001,2,1.04,-0.26,0.28
2/13/2001,18.48793035,50.09349722,137.7420747,24.26729863,2.958742411,175.4091551,31.86365452,206.1643764,117.2689265,60.52340336,334.641626,2/13/2001,2,-0.87,1,0.14
2/14/2001,18.60387519,50.38537485,133.5951763,24.87474039,3.058156156,176.4153261,31.70573324,205.8030015,116.445023,59.72630679,334.6081635,2/14/2001,2,-0.01,-0.43,0.43
2/15/2001,19.4681912,51.0420995,133.5951763,24.57101951,2.958742411,175.4091551,32.79903439,206.7967825,115.4838023,58.7893687,337.6332293,2/15/2001,2,0.9,-0.84,0.24
2/16/2001,19.93197053,50.09349722,135.6279696,25.78590304,2.884576602,173.2291178,32.07016696,203.8154396,115.346485,59.48857623,330.7491344,2/16/2001,2,-2.06,1.96,-0.57
2/20/2001,19.58413603,50.82319128,138.6365037,24.26729863,2.909824537,169.0367384,32.27667939,204.6285331,115.2091678,60.46746676,324.5891361,2/20/2001,2,-1.88,1.61,0.05
2/21/2001,18.84630529,50.34889014,135.0181316,24.26729863,2.761492917,168.701348,31.46277743,204.4478457,114.9345333,61.57221465,318.671307,2/21/2001,2,-1.84,1.17,-0.07
2/22/2001,18.55117299,50.02052782,139.0837183,23.96357774,2.564243423,165.0120541,30.18725943,203.1830336,113.6986781,60.66324487,317.2405078,2/22/2001,2,-0.45,0.64,-0.94
2/23/2001,18.04523191,49.8016196,141.3197909,23.65985686,2.663657168,160.9873699,30.73391,209.4167505,114.5225816,59.12498831,316.0056793,2/23/2001,2,-0.39,-0.45,0.37
2/26/2001,18.4457686,49.54622668,142.9866814,24.26729863,2.810410792,168.3659576,30.97686581,211.2236249,114.2479471,61.08276938,322.1316091,2/26/2001,2,1.92,-0.3,-0.17
2/27/2001,17.68685698,50.27592074,143.7591429,23.65985686,2.860906662,167.1920914,29.76208676,209.9588128,113.2867264,61.12472184,318.4801616,2/27/2001,2,-1.14,1.49,-1.07
2/28/2001,17.26523941,50.23943603,135.5873138,23.35613597,2.613161298,167.8628721,29.76208676,205.3512829,112.8747747,59.96403734,314.1467351,2/28/2001,2,-1.37,0.93,0.37
3/1/2001,17.91874664,50.09349722,129.3263104,21.53381067,2.663657168,164.8443589,28.48656875,208.3326258,113.4240436,58.87327361,314.2724189,3/1/2001,2,0.04,-0.11,-0.2
3/2/2001,17.80280181,50.38537485,132.3755003,21.68567111,2.564243423,168.3659576,30.29658954,207.2485011,113.8359954,61.06878523,312.7362508,3/2/2001,2,-0.49,1,0.4
3/5/2001,17.57091214,49.72865019,129.0823752,19.40776448,2.490077613,168.3659576,29.15469723,209.0553756,114.5225816,61.68408786,314.4295944,3/5/2001,2,0.54,0.09,-0.6
3/6/2001,17.92928708,50.56779836,130.7899216,20.31892713,2.515325549,168.8690432,30.8553879,214.475999,116.3077058,62.81680405,318.0664064,3/6/2001,2,1.15,-1.01,0.27
3/7/2001,18.23495981,51.58937005,124.9761327,21.68567111,2.515325549,168.1982625,32.07016696,214.7470301,115.7584368,63.93553609,320.0125411,3/7/2001,2,0.61,0.42,-0.08
3/8/2001,17.29686073,52.93930406,129.2043428,21.89827573,2.466407674,167.1920914,32.50748741,224.1427774,115.7584368,64.2152191,319.5967951,3/8/2001,2,-0.13,1.04,-0.67
3/9/2001,16.39038295,54.6905698,127.9033551,20.9263689,2.415911804,168.8690432,31.94868905,222.3359029,117.9555127,64.15928249,311.9241926,3/9/2001,2,-2.43,2.05,0.25
3/12/2001,15.37850079,54.58111569,127.5781081,20.62264802,2.366993929,166.0182252,32.009428,223.4200276,116.7196575,62.7748516,299.0049672,3/12/2001,2,-4.23,2.58,0.51
3/13/2001,15.5682287,53.77845223,127.7000757,21.83753155,2.243910245,168.701348,31.46277743,220.348341,117.9555127,61.37643655,303.4934977,3/13/2001,2,1.49,-1.66,-0.11
3/14/2001,15.2730964,53.63251341,119.6908701,20.6833922,2.21866231,165.1797493,30.80679674,211.856031,119.1913679,60.39754601,296.0002166,3/14/2001,2,-2.5,0.07,0.75
3/15/2001,15.41012211,54.98244742,121.7236634,20.62264802,2.169744435,166.1859203,31.46277743,211.2236249,118.3674644,60.0898947,296.9786308,3/15/2001,2,0.33,0.17,-0.52
3/16/2001,13.83959667,52.46500292,119.7721818,21.83753155,2.169744435,157.1303808,30.36947628,209.9588128,118.3674644,59.55849698,290.8652746,3/16/2001,2,-2.08,1.11,-0.25
3/19/2001,15.13607069,54.17978396,122.3741573,20.31892713,2.318076055,162.1612361,30.78250116,220.1676535,120.5645403,61.02683278,296.325996,3/19/2001,2,1.86,-1.1,-0.14
3/20/2001,15.00958542,55.27432505,116.2351215,21.41232232,2.021412816,156.2919049,31.64499429,212.849812,122.2123473,61.57221465,289.5593214,3/20/2001,2,-2.31,1.43,0.58
3/21/2001,14.98850454,55.71214148,114.0397047,21.95901991,1.923577066,154.6149531,30.49095419,208.603657,120.4272231,62.49516859,284.194876,3/21/2001,2,-1.87,0.86,-0.05
3/22/2001,16.17957417,53.4136052,115.1374131,21.47306649,2.021412816,152.4349158,29.82282571,205.3512829,119.4660024,60.42551431,282.9471655,3/22/2001,2,-0.44,-1.48,0.39
3/23/2001,15.8106588,52.79336524,118.9997204,20.86562473,1.923577066,158.4719422,31.55995975,206.0740327,120.4272231,60.39754601,288.8074451,3/23/2001,2,2.05,-1.34,0.22
3/26/2001,15.26255596,53.55954401,117.2515181,21.95901991,2.366993929,163.8381879,32.45889625,214.1146241,121.3884438,61.5022939,292.0310657,3/26/2001,2,1.11,0.76,-1.06
3/27/2001,15.57876914,52.61094173,124.7728534,23.022043,2.366993929,163.3351023,33.52790182,207.7002197,122.7616162,60.28567281,298.825618,3/27/2001,2,2.3,-1.34,-0.59
3/28/2001,14.98850454,52.57445703,119.9348053,23.022043,2.19499237,159.3104181,32.55607858,206.3450639,121.9377128,55.40520428,291.1562853,3/28/2001,2,-2.6,1.91,0.03
3/29/2001,14.31391643,52.10015589,123.5938332,22.71832212,2.169744435,160.4842843,33.4185717,210.4105314,122.4869817,54.17459904,289.5882788,3/29/2001,2,-0.54,1.14,0.01
3/30/2001,14.75661488,52.57445703,126.8463025,20.86562473,2.1444965,175.4091551,33.28494601,207.7002197,127.4304025,55.65691899,293.1135821,3/30/2001,2,1.21,-0.52,1.5
4/2/2001,14.70391268,53.04875817,124.3662947,20.25818296,2.021412816,166.0182252,32.25238381,211.3139687,129.4901612,53.1677402,288.6024646,4/2/2001,1.9,-1.551,1.53,-1.53
4/3/2001,13.33365559,52.2825794,122.5774366,20.25818296,1.947247006,165.0120541,30.97686581,202.0989089,127.155768,50.14716369,278.422623,4/3/2001,1.9,-3.591,2.27,-0.01
4/4/2001,13.42851954,51.11506891,125.0167886,20.80488055,1.800493382,164.1735782,30.36947628,211.0429375,133.4723613,51.7833093,277.5025677,4/4/2001,1.9,-0.331,0.69,-0.21
4/5/2001,14.52472522,52.61094173,126.3177763,22.71832212,2.021412816,173.396813,30.24799838,209.4167505,133.1977268,53.41945491,290.5338771,4/5/2001,1.9,4.589,-3.34,0.22
4/6/2001,14.70391268,51.0420995,123.7971126,22.08050826,2.169744435,172.8937274,30.02933815,205.3512829,132.5111406,52.38462777,284.7495967,4/6/2001,1.9,-2.011,0.21,0.33
4/9/2001,14.81985751,51.73530886,123.9190802,22.71832212,2.169744435,173.0614226,30.21155501,214.2049678,132.5111406,53.75507452,287.3785068,4/9/2001,1.9,0.919,0.15,0.09
4/10/2001,15.29417728,52.42851821,122.9026835,21.7160432,2.01194484,177.9245827,30.13866826,213.8435929,131.2752854,55.09755297,295.8315445,4/10/2001,1.9,2.899,-1.14,-0.49
4/11/2001,14.83039795,50.09349722,117.7800444,21.47306649,2.130294536,174.402984,30.04148594,208.1519383,129.7647957,54.94372732,295.592018,4/11/2001,1.9,-0.081,-0.66,-0.09
4/12/2001,15.07282805,49.98404311,117.7393885,22.08050826,2.090844637,175.4091551,32.19164486,214.2049678,129.2155267,55.71285559,300.3264909,4/12/2001,1.9,1.589,-1.26,0.16
4/16/2001,15.02012586,47.3936292,120.0567729,22.08050826,1.972494941,173.2291178,31.57210754,215.4697799,126.1945473,55.9645703,298.8555021,4/16/2001,1.9,-0.491,0.81,-0.44
4/17/2001,11.91069629,48.48817029,123.4312098,21.59455485,2.051394739,169.7075191,31.28056057,213.3015306,127.155768,56.52393632,302.006997,4/17/2001,1.9,1.049,-0.08,0.03
4/18/2001,12.90149758,50.16646663,119.3249673,21.16934561,2.303874091,172.8937274,31.70573324,226.8530891,129.0782095,54.4682662,314.2347085,4/18/2001,1.9,3.969,-3,-1.2
4/19/2001,13.18608944,45.75181757,118.2272589,20.86562473,2.193414374,175.0737647,32.55607858,223.7814025,127.4304025,52.98594625,318.8848883,4/19/2001,1.9,1.469,-1.69,0.41
4/20/2001,12.60636528,47.90441504,114.3649516,20.53153175,2.130294536,173.396813,31.92439347,221.5228094,123.9974714,53.88093188,316.2143119,4/20/2001,1.9,-0.841,0.28,0.03
4/23/2001,11.91069629,46.29908811,112.2101907,20.50115966,1.869925204,169.0367384,31.28056057,221.974528,124.1347887,54.98567977,310.9742732,4/23/2001,1.9,-1.671,1.26,0.28
4/24/2001,11.91069629,47.3936292,113.5111784,20.71376428,1.854145245,169.5398239,29.93215583,219.0835289,127.155768,53.47539151,307.6307457,4/24/2001,1.9,-1.081,1.28,0.97
4/25/2001,12.12150508,48.45168559,116.6010243,20.98711308,1.901485123,169.5398239,30.70961442,212.6691245,131.2752854,54.37037714,312.71436,4/25/2001,1.9,1.639,-1.03,0.65
4/26/2001,12.6379866,48.01386915,116.9669271,21.83753155,1.893595143,169.0367384,31.76647219,215.6504674,134.8455337,56.53792047,314.2787044,4/26/2001,1.9,0.499,0.41,0.17
4/27/2001,12.96474021,48.74356321,119.7721818,21.83753155,2.01194484,171.552166,33.52790182,218.722154,139.3770028,56.88752423,318.8657558,4/27/2001,1.9,1.449,-0.67,0.01
4/30/2001,12.6906888,47.86793034,117.9426678,21.16934561,2.169744435,171.7198612,34.74268087,219.9869661,131.4126026,57.51681101,319.1177593,4/30/2001,1.9,0.079,-0.43,0.66
5/1/2001,12.24799035,48.08683856,122.1708779,18.89143898,2.00405486,169.7075191,33.77085763,211.1332812,135.9440717,56.87354008,323.3742063,5/1/2001,1.5,1.325,-0.88,0.07
5/2/2001,13.00690197,48.12332326,121.1138254,18.67883436,2.090844637,169.8752142,34.24462146,218.2704354,131.8245543,54.34240884,324.4593264,5/2/2001,1.5,0.335,-1.18,0.61
5/3/2001,12.73285055,47.3936292,119.4875908,19.13441569,2.051394739,170.3782998,33.28494601,214.1146241,130.4513819,54.42631375,319.5488592,5/3/2001,1.5,-1.525,0.94,0.27
5/4/2001,12.92257846,47.3571445,120.5039874,20.22781087,1.940935022,170.5459949,32.92051229,217.0056232,133.335044,55.53106164,324.0378033,5/4/2001,1.5,1.395,0.07,-0.19
5/7/2001,12.78555275,47.10175158,122.8620277,20.16706669,2.01194484,169.7075191,34.13529134,212.3077496,128.1169887,55.01364807,323.0186902,5/7/2001,1.5,-0.315,0.32,-0.09
5/8/2001,13.15446812,48.5976244,121.3984165,19.80260163,2.01983482,169.0367384,34.71838529,210.1395003,134.0216302,54.65006015,322.8087963,5/8/2001,1.5,-0.065,0.02,0.66
5/9/2001,13.03852329,47.24769039,120.7885785,19.65074119,2.01983482,168.701348,35.04637563,209.5070942,136.0813889,56.11839596,321.4076278,5/9/2001,1.5,-0.435,0.63,-0.01
5/10/2001,12.90149758,46.51799633,121.8862869,20.25818296,2.098734617,167.8628721,36.38263259,212.0367184,135.9440717,56.0484752,321.2630269,5/10/2001,1.5,-0.045,0.59,0.07
5/11/2001,12.78555275,45.93424108,120.7885785,19.52925284,1.9882749,170.0429094,35.90886876,207.609876,136.0813889,55.69887144,318.8785107,5/11/2001,1.5,-0.745,0.87,0.18
5/14/2001,12.54312265,48.19629267,122.3741573,20.1366946,1.9882749,177.5891924,36.6255884,207.4291886,137.0426096,56.84557178,319.1815892,5/14/2001,1.5,0.095,0.73,-0.25
5/15/2001,12.64852704,46.59096573,123.9190802,19.65074119,1.9882749,178.7630586,37.42734257,208.603657,137.8665131,57.82446232,319.6447382,5/15/2001,1.5,0.145,0.09,0.47
5/16/2001,12.73285055,46.51799633,128.3505696,19.77222954,2.01194484,181.7815718,37.96184535,209.5974379,137.1799269,58.17406608,328.4748208,5/16/2001,1.5,2.725,-1.15,-1.11
